16  9 2.38E-02 1.12E+00 5.84E+05 2.59E+06
16  8 3.19E-02 1.40E+00 5.17E+05 2.91E+06
16  7 7.13E-02 1.00E+00 6.66E+05 2.32E+06
16  6 8.00E-02 5.55E-01 6.00E+05 2.41E+06
16  5 7.96E-02 1.63E+00 5.09E+05 6.37E+06
16  4 1.34E-02 3.04E-01 2.91E+05 1.04E+06
16  3 4.02E-01 2.98E-01 2.41E+07 4.67E+06
16  2 1.45E-01 2.81E-01 2.54E+07 5.30E+06
18 18 1.00E-03 5.00E-03 3.20E+05 3.10E+05
18 17 1.10E-02 4.50E-02 2.90E+05 5.50E+05
18 16 3.40E-02 5.70E-02 2.39E+05 6.00E+05
18 15 6.85E-02 8.70E-02 2.56E+05 3.81E+05
18 14 9.00E-02 7.69E-02 2.50E+05 3.30E+05
18 13 6.35E-02 1.40E-01 2.10E+05 2.15E+05
18 12 2.60E-02 1.20E-01 1.80E+05 2.15E+05
18 11 1.70E-02 1.00E-01 2.70E+06 3.30E+06
18 10 2.10E-02 1.92E+00 8.30E+05 3.50E+06
18  9 3.50E-02 1.66E+00 6.95E+05 3.60E+06
18  8 4.30E-02 1.67E+00 6.05E+05 3.80E+06
18  7 7.13E-02 1.40E+00 6.68E+05 2.90E+06
18  6 9.60E-02 1.31E+00 6.50E+05 3.60E+06
18  5 8.50E-02 1.02E+00 5.30E+05 2.80E+06
18  4 1.70E-02 2.45E-01 3.55E+05 1.10E+06
18  3 4.76E-01 2.94E-01 3.01E+07 6.05E+06
18  2 2.97E-01 2.77E-01 3.13E+07 6.54E+06
20 20 3.28E-04 9.07E-02 3.46E+04 1.64E+04
20 19 5.84E-02 1.10E-01 3.85E+05 2.45E+05
20 18 1.12E-01 1.74E-02 4.08E+05 4.27E+05
20 17 1.32E-01 1.32E-01 3.82E+05 6.92E+05
20 16 1.33E-01 1.14E-01 3.53E+05 8.78E+05
20 15 1.26E-01 1.62E-01 3.19E+05 7.43E+05
20 14 1.39E-01 8.78E-02 3.22E+05 6.99E+05
20 13 9.55E-02 2.63E-01 2.47E+05 4.43E+05
20 12 4.02E-02 6.27E-02 2.29E+05 2.81E+05
20 11 4.19E-02 6.16E-02 3.73E+06 5.84E+06
20 10 2.57E-02 2.77E+00 9.26E+05 4.89E+06
20  9 4.45E-02 2.23E+00 7.96E+05 4.62E+06
20  8 5.48E-02 2.00E+00 6.90E+05 4.52E+06
20  7 7.13E-02 1.82E+00 6.70E+05 3.32E+06
20  6 1.09E-01 1.74E+00 7.00E+05 4.93E+06
20  5 1.10E-01 2.43E-01 5.67E+05 4.41E+06
20  4 2.05E-02 1.85E-01 4.21E+05 2.27E+06
20  3 5.49E-01 2.92E-01 3.65E+07 7.25E+06
20  2 2.68E-01 0.00E+00 3.74E+07 1.00E+05
26 26 1.58E-03 4.56E-01 6.00E+04 8.97E+04
26 25 8.38E-03 3.23E-01 1.94E+05 1.71E+05
26 24 1.54E-02 3.10E-01 3.31E+05 2.73E+05
26 23 3.75E-02 4.11E-01 4.32E+05 3.49E+05
26 22 1.17E-01 3.59E-01 6.28E+05 5.29E+05
26 21 2.54E-01 9.75E-02 7.50E+05 4.69E+05
26 20 2.91E-01 2.29E-01 7.73E+05 6.54E+05
26 19 1.50E-01 4.20E+00 2.62E+05 1.32E+06
26 18 1.40E-01 3.30E+00 2.50E+05 1.33E+06
26 17 1.00E-01 5.30E+00 2.57E+05 1.41E+06
26 16 2.00E-01 1.50E+00 2.84E+05 1.52E+06
26 15 2.40E-01 7.00E-01 8.69E+05 1.51E+06
26 14 2.60E-01 6.00E-01 4.21E+05 1.82E+06
26 13 1.90E-01 5.00E-01 4.57E+05 1.84E+06
26 12 1.20E-01 1.00E+00 2.85E+05 2.31E+06
26 11 3.50E-01 0.00E+00 8.18E+06 1.00E+05
26 10 6.60E-02 7.80E+00 1.51E+06 9.98E+06
26  9 1.00E-01 6.30E+00 1.30E+06 9.98E+06
26  8 1.30E-01 5.50E+00 1.19E+06 1.00E+07
26  7 2.30E-01 3.60E+00 1.09E+06 1.10E+07
26  6 1.40E-01 4.90E+00 9.62E+05 8.34E+06
26  5 1.10E-01 1.60E+00 7.23E+05 1.01E+07
26  4 4.10E-02 4.20E+00 4.23E+05 1.07E+07
26  3 7.47E-01 2.84E-01 5.84E+07 1.17E+07
26  2 3.69E-01 0.00E+00 6.00E+07 1.00E+05
28 28 1.41E-03 4.69E-01 9.82E+04 1.01E+05
28 27 5.20E-03 3.57E-01 2.01E+05 1.91E+05
28 26 1.38E-02 2.81E-01 3.05E+05 2.32E+05
28 25 2.30E-02 1.28E-01 4.20E+05 3.18E+05
28 24 4.19E-02 4.17E-02 5.56E+05 4.55E+05
28 23 6.83E-02 5.58E-02 6.72E+05 5.51E+05
28 22 1.22E-01 3.46E-02 7.93E+05 5.28E+05
28 21 3.00E-01 0.00E+00 9.00E+05 1.00E+05
28 20 1.50E-01 1.90E+00 1.00E+06 5.50E+05
28 19 6.97E-01 2.77E-01 7.81E+05 8.87E+05
28 18 7.09E-01 1.35E-01 7.64E+05 1.80E+06
28 17 6.44E-01 1.34E-01 7.44E+05 1.25E+06
28 16 5.25E-01 1.92E-01 6.65E+05 1.89E+06
28 15 4.46E-01 3.32E-01 5.97E+05 8.84E+05
28 14 3.63E-01 3.37E-01 5.24E+05 1.29E+06
28 13 3.02E-01 1.21E-01 4.96E+05 6.24E+05
28 12 1.02E-01 5.14E-02 4.46E+05 1.59E+06
28 11 2.70E-01 1.83E-01 8.49E+06 8.01E+06
28 10 4.67E-02 7.56E+00 1.36E+06 9.32E+06
28  9 8.35E-02 4.55E+00 1.23E+06 9.45E+06
28  8 9.96E-02 4.87E+00 1.06E+06 9.45E+06
28  7 1.99E-01 2.19E+00 1.25E+06 8.01E+06
28  6 2.40E-01 1.15E+00 1.23E+06 7.57E+06
28  5 1.15E-01 1.23E+00 3.32E+05 2.64E+06
28  4 3.16E-02 1.32E-01 6.45E+05 1.93E+06
28  3 8.03E-01 2.89E-01 6.65E+07 1.19E+07
28  2 5.75E-01 2.86E-01 6.81E+07 9.08E+06
