0.4298E+00 0.5475E+05 0.3288E+02 0.2963E+01 0.0000E+00 0.0000E+00 0.0000E+00
0.1720E+01 0.1369E+05 0.3288E+02 0.2963E+01 0.0000E+00 0.0000E+00 0.0000E+00
0.3871E+01 0.6083E+04 0.3288E+02 0.2963E+01 0.0000E+00 0.0000E+00 0.0000E+00
0.6879E+01 0.3422E+04 0.3288E+02 0.2963E+01 0.0000E+00 0.0000E+00 0.0000E+00
0.1075E+02 0.2190E+04 0.3288E+02 0.2963E+01 0.0000E+00 0.0000E+00 0.0000E+00
0.1548E+02 0.1521E+04 0.3288E+02 0.2963E+01 0.0000E+00 0.0000E+00 0.0000E+00
0.2108E+02 0.1117E+04 0.3288E+02 0.2963E+01 0.0000E+00 0.0000E+00 0.0000E+00
0.2754E+02 0.8554E+03 0.3288E+02 0.2963E+01 0.0000E+00 0.0000E+00 0.0000E+00
0.3485E+02 0.6759E+03 0.3288E+02 0.2963E+01 0.0000E+00 0.0000E+00 0.0000E+00
0.4304E+02 0.5475E+03 0.3288E+02 0.2963E+01 0.0000E+00 0.0000E+00 0.0000E+00
0.5211E+02 0.4525E+03 0.3288E+02 0.2963E+01 0.0000E+00 0.0000E+00 0.0000E+00
0.6203E+02 0.3802E+03 0.3288E+02 0.2963E+01 0.0000E+00 0.0000E+00 0.0000E+00
0.7281E+02 0.3239E+03 0.3288E+02 0.2963E+01 0.0000E+00 0.0000E+00 0.0000E+00
0.8447E+02 0.2793E+03 0.3288E+02 0.2963E+01 0.0000E+00 0.0000E+00 0.0000E+00
0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00
0.1104E+03 0.2139E+03 0.3288E+02 0.2963E+01 0.0000E+00 0.0000E+00 0.0000E+00
0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00
0.1399E+03 0.1690E+03 0.3288E+02 0.2963E+01 0.0000E+00 0.0000E+00 0.0000E+00
0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00
0.1729E+03 0.1369E+03 0.3288E+02 0.2963E+01 0.0000E+00 0.0000E+00 0.0000E+00
0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00
0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00
0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00
0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00
0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00
0.2932E+03 0.8099E+02 0.3288E+02 0.2963E+01 0.0000E+00 0.0000E+00 0.0000E+00
0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00
0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00
0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00
0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00
0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00
0.1361E+02 0.9492E+03 0.1469E+01 0.3188E+01 0.2039E+01 0.4434E+00 0.2136E+01
0.2006E+02 0.3201E+03 0.7391E+01 0.2916E+01 0.0000E+00 0.0000E+00 0.0000E+00
0.1760E+02 0.5458E+03 0.1719E+02 0.3157E+01 0.0000E+00 0.0000E+00 0.0000E+00
0.3336E+02 0.2846E+03 0.2163E+02 0.2624E+01 0.0000E+00 0.0000E+00 0.0000E+00
0.4624E+02 0.2344E+03 0.2183E+02 0.2581E+01 0.0000E+00 0.0000E+00 0.0000E+00
0.6943E+02 0.1519E+03 0.2627E+02 0.2315E+01 0.0000E+00 0.0000E+00 0.0000E+00
0.8709E+02 0.1329E+03 0.2535E+02 0.2336E+01 0.0000E+00 0.0000E+00 0.0000E+00
0.1131E+03 0.1039E+03 0.2657E+02 0.2255E+01 0.0000E+00 0.0000E+00 0.0000E+00
0.1586E+03 0.6695E+02 0.3352E+02 0.2002E+01 0.0000E+00 0.0000E+00 0.0000E+00
0.2268E+03 0.3995E+02 0.5315E+02 0.1678E+01 0.0000E+00 0.0000E+00 0.0000E+00
0.2042E+03 0.6140E+02 0.2778E+02 0.2161E+01 0.0000E+00 0.0000E+00 0.0000E+00
0.2738E+03 0.4036E+02 0.3567E+02 0.1915E+01 0.0000E+00 0.0000E+00 0.0000E+00
0.2752E+03 0.4754E+02 0.2848E+02 0.2135E+01 0.0000E+00 0.0000E+00 0.0000E+00
0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00
0.4390E+03 0.2453E+02 0.4405E+02 0.1765E+01 0.0000E+00 0.0000E+00 0.0000E+00
0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00
0.4468E+03 0.3108E+02 0.3039E+02 0.2092E+01 0.0000E+00 0.0000E+00 0.0000E+00
0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00
0.6297E+03 0.1936E+02 0.3921E+02 0.1862E+01 0.0000E+00 0.0000E+00 0.0000E+00
