2.033e-09,0.7569,6.797e+02,2.463e+08
2.129e-09,0.7570,7.591e+02,2.739e+08
2.262e-09,0.7578,8.186e+02,3.000e+08
2.370e-09,0.7574,9.002e+02,3.307e+08
2.415e-09,0.7565,1.032e+03,3.635e+08
2.537e-09,0.7571,1.108e+03,3.954e+08
2.618e-09,0.7565,1.225e+03,4.307e+08
2.735e-09,0.7568,1.314e+03,4.659e+08
2.809e-09,0.7565,1.444e+03,5.042e+08
3.002e-09,0.7581,1.467e+03,5.409e+08
3.022e-09,0.7564,1.666e+03,5.855e+08
3.127e-09,0.7567,1.779e+03,6.246e+08
9.356e-10,0.7892,4.266e-02,4.677e+06
1.112e-10,0.6926,2.437e+01,8.323e+06
1.317e-10,0.6691,8.473e+01,1.412e+07
1.922e-10,0.6717,1.272e+02,1.975e+07
2.765e-10,0.6858,1.535e+02,2.556e+07
3.910e-10,0.6988,1.611e+02,3.271e+07
4.897e-10,0.7048,1.906e+02,4.093e+07
5.602e-10,0.7052,2.476e+02,5.077e+07
6.161e-10,0.7029,3.274e+02,6.243e+07
6.833e-10,0.7018,4.060e+02,7.491e+07
7.510e-10,0.7020,4.921e+02,8.643e+07
8.182e-10,0.7008,5.875e+02,1.007e+08
8.722e-10,0.6996,7.098e+02,1.155e+08
9.142e-10,0.6961,8.682e+02,1.335e+08
9.692e-10,0.6945,1.017e+03,1.517e+08
1.021e-09,0.6932,1.184e+03,1.695e+08
1.087e-09,0.6936,1.329e+03,1.880e+08
1.145e-09,0.6921,1.503e+03,2.098e+08
1.179e-09,0.6893,1.757e+03,2.344e+08
1.265e-09,0.6902,1.877e+03,2.555e+08
1.322e-09,0.6885,2.092e+03,2.829e+08
1.375e-09,0.6885,2.321e+03,3.056e+08
1.422e-09,0.6874,2.589e+03,3.336e+08
1.488e-09,0.6867,2.802e+03,3.623e+08
1.542e-09,0.6859,3.073e+03,3.926e+08
1.589e-09,0.6846,3.373e+03,4.267e+08
1.676e-09,0.6861,3.530e+03,4.538e+08
1.686e-09,0.6824,4.031e+03,4.948e+08
1.758e-09,0.6834,4.254e+03,5.258e+08
1.036e-11,0.3880,1.077e+02,1.177e+07
2.338e-11,0.4211,3.647e+02,1.215e+07
4.487e-11,0.4644,5.371e+02,1.465e+07
8.540e-11,0.5247,5.014e+02,1.479e+07
1.169e-10,0.5470,6.793e+02,1.650e+07
2.053e-10,0.6019,4.772e+02,1.711e+07
2.739e-10,0.6188,5.033e+02,2.064e+07
3.200e-10,0.6198,6.329e+02,2.616e+07
3.873e-10,0.6295,7.000e+02,2.989e+07
4.284e-10,0.6287,8.748e+02,3.586e+07
4.881e-10,0.6326,9.941e+02,4.085e+07
5.373e-10,0.6337,1.164e+03,4.677e+07
5.876e-10,0.6354,1.341e+03,5.292e+07
6.571e-10,0.6400,1.452e+03,5.796e+07
7.076e-10,0.6397,1.653e+03,6.555e+07
7.538e-10,0.6388,1.889e+03,7.306e+07
8.182e-10,0.6411,2.044e+03,8.057e+07
8.577e-10,0.6403,2.334e+03,8.850e+07
9.162e-10,0.6413,2.543e+03,9.690e+07
9.844e-10,0.6440,2.708e+03,1.044e+08
1.020e-09,0.6427,3.057e+03,1.140e+08
1.091e-09,0.6445,3.225e+03,1.229e+08
1.151e-09,0.6451,3.461e+03,1.334e+08
1.198e-09,0.6443,3.789e+03,1.437e+08
1.211e-09,0.6406,4.357e+03,1.572e+08
1.288e-09,0.6440,4.506e+03,1.651e+08
1.372e-09,0.6472,4.627e+03,1.740e+08
1.412e-09,0.6454,5.053e+03,1.891e+08
5.641e-12,0.1749,3.077e+02,2.617e+06
1.920e-11,0.3028,4.849e+02,5.890e+06
3.753e-11,0.3585,6.848e+02,9.035e+06
5.942e-11,0.3930,8.962e+02,1.213e+07
1.721e-10,0.5429,2.848e+02,3.975e+07
3.502e-10,0.6266,1.532e+02,1.755e+07
2.502e-10,0.5580,5.303e+02,4.558e+07
2.862e-10,0.5621,7.002e+02,4.885e+07
2.757e-10,0.5364,1.204e+03,7.013e+07
5.273e-10,0.6281,5.329e+02,3.188e+07
3.890e-10,0.5645,1.391e+03,6.295e+07
4.207e-10,0.5646,1.688e+03,6.872e+07
4.605e-10,0.5659,1.949e+03,7.419e+07
4.975e-10,0.5655,2.257e+03,8.072e+07
5.349e-10,0.5658,2.577e+03,8.710e+07
7.688e-10,0.6173,1.653e+03,6.161e+07
5.850e-10,0.5598,3.538e+03,1.052e+08
6.347e-10,0.5631,3.780e+03,1.116e+08
6.619e-10,0.5602,4.322e+03,1.210e+08
7.002e-10,0.5612,4.726e+03,1.287e+08
2.020E-09,0.7798,6.690E-01,2.425E+06
1.595E-11,0.3529,9.870E+03,2.584E+07
2.008E-11,0.3567,1.520E+04,3.843E+07
2.793E-11,0.3533,3.017E+04,7.872E+07
8.577E-10,0.7837,7.286E-01,1.140E+07
7.039E-10,0.8607,2.203E+00,3.029E+06
1.542E-10,0.6712,1.775E+02,1.535E+08
2.515E-10,0.7011,3.028E+02,8.903E+06
7.651E-09,0.8027,1.193E-03,9.334E+12
5.989E-10,0.7560,1.377E+00,1.517E+09
3.672E-09,0.7676,2.900E-01,8.521E+07
9.353E-11,0.6270,9.031E+02,2.387E+07
1.243E-08,0.7022,1.136E-03,1.015E+13
1.816E-08,0.7170,6.717E-03,3.286E+12
4.227E-11,0.5395,1.687E+03,1.491E+17
1.341E-10,0.6159,1.673E+00,6.366E+16
9.563E-12,0.3067,9.768E+03,4.851E+17
5.417E-08,0.6930,1.179E-03,1.060E+07
5.023E-12,0.2420,3.181E+02,1.450E+18
8.110E-10,0.5442,1.755E+03,6.799E+07 
6.967E-10,0.5602,1.727E+03,5.618E+07 
3.236E-08,0.3247,2.338E+01,8.337E+12
2.664E-08,0.3285,2.297E+01,6.672E+12
2.165E-08,0.3403,2.195E+01,6.383E+12
2.460E-08,0.3387,1.487E+01,5.228E+12
1.907E-08,0.3768,1.216E+01,5.431E+12
1.439E-08,0.4170,1.006E+01,4.898E+12
1.184E-08,0.4798,5.883E+00,2.582E+12
1.036E-08,0.5428,2.743E+00,1.014E+12
8.288E-09,0.6012,1.216E+00,1.182E+12
6.330E-09,0.6355,5.457E-01,8.545E+11
5.422E-09,0.5067,4.998E-01,8.079E+11
6.076E-09,0.3112,3.401E-01,1.960E+12
8.945E-09,0.2156,4.184E-02,5.353E+13
