4.500e-13,0.6480
2.680e-12,0.7250
4.900e-12,0.8030
9.400e-12,0.7650
1.590e-11,0.7590
1.919e-11,0.7849
2.800e-11,0.7710
4.030e-11,0.7873
6.830e-11,0.7650
8.343e-11,0.8291
1.430e-10,0.8230
1.460e-10,0.8391
2.000e-10,0.8060
2.091e-10,0.8691
3.070e-10,0.8190
3.210e-10,0.8934
4.610e-10,0.8330
4.870e-10,0.8060
5.139e-10,0.7781
5.850e-10,0.7570
6.556e-10,0.7359
7.238e-10,0.7242
8.404e-10,0.7167
1.360e-09,0.8420
1.880e-09,0.8420
2.400e-09,0.8420
4.600e-13,0.6360
2.300e-12,0.6450
5.000e-12,0.6760
9.600e-12,0.6700
1.558e-11,0.6816
2.300e-11,0.7040
3.253e-11,0.7075
4.600e-11,0.7110
5.951e-11,0.7125
7.700e-11,0.7140
1.042e-10,0.7330
1.400e-10,0.7550
1.760e-10,0.7682
2.140e-10,0.7740
2.629e-10,0.7772
3.240e-10,0.7800
3.970e-10,0.7840
4.700e-10,0.7873
5.500e-10,0.7910
6.301e-10,0.7952
7.058e-10,0.7982
8.252e-10,0.8004
8.710e-10,0.8000
9.170e-10,0.8000
9.630e-10,0.7990
4.700e-13,0.6240
2.200e-12,0.6390
5.100e-12,0.6600
9.171e-12,0.6757
1.500e-11,0.6840
2.191e-11,0.6875
3.200e-11,0.6910
4.308e-11,0.6970
5.800e-11,0.7030
7.316e-11,0.7027
9.200e-11,0.7140
1.198e-10,0.7508
1.580e-10,0.7900
2.048e-10,0.8032
2.600e-10,0.8000
3.280e-10,0.7990
3.966e-10,0.7973
4.760e-10,0.8000
5.547e-10,0.8027
6.313e-10,0.8058
7.503e-10,0.8085
7.940e-10,0.8080
8.380e-10,0.8080
8.810e-10,0.8070
4.100e-13,0.6080
2.000e-12,0.6460
5.231e-12,0.6615
9.100e-12,0.6680
1.447e-11,0.6814
2.300e-11,0.6950
3.145e-11,0.6915
4.300e-11,0.6880
5.659e-11,0.7023
7.400e-11,0.7160
9.561e-11,0.7102
1.230e-10,0.7020
1.587e-10,0.7105
2.040e-10,0.7300
2.630e-10,0.7490
3.220e-10,0.7683
3.950e-10,0.7830
4.671e-10,0.7967
5.407e-10,0.8058
6.611e-10,0.8121
7.080e-10,0.8110
7.550e-10,0.8100
8.020e-10,0.8090
3.100e-13,0.6780
1.344e-12,0.6708
4.400e-12,0.6750
7.849e-12,0.6952
1.400e-11,0.7160
2.049e-11,0.7090
3.000e-11,0.7020
4.125e-11,0.6965
5.500e-11,0.7110
7.280e-11,0.7518
9.550e-11,0.7930
1.235e-10,0.8052
1.580e-10,0.8000
2.060e-10,0.7990
2.537e-10,0.7977
3.190e-10,0.8020
3.844e-10,0.8071
4.564e-10,0.8124
5.842e-10,0.8168
6.380e-10,0.8160
6.920e-10,0.8150
7.460e-10,0.8140
6.273e-13,0.6798
1.500e-12,0.6930
3.399e-12,0.7054
7.700e-12,0.7180
1.275e-11,0.7170
2.110e-11,0.7160
2.975e-11,0.6945
4.000e-11,0.6960
5.281e-11,0.7491
6.920e-11,0.8110
9.044e-11,0.8251
1.180e-10,0.8100
1.580e-10,0.8040
1.983e-10,0.7980
2.570e-10,0.8040
3.154e-10,0.8101
3.837e-10,0.8183
5.147e-10,0.8253
5.750e-10,0.8240
6.350e-10,0.8230
6.960e-10,0.8210
2.200e-13,0.7590
8.775e-13,0.7467
3.500e-12,0.7340
6.481e-12,0.7345
1.200e-11,0.7350
1.834e-11,0.7285
2.700e-11,0.7330
3.711e-11,0.7641
4.900e-11,0.8010
6.444e-11,0.8175
8.510e-11,0.8200
1.170e-10,0.8220
1.494e-10,0.8242
2.010e-10,0.8280
2.525e-10,0.8311
3.177e-10,0.8341
4.552e-10,0.8364
5.250e-10,0.8360
5.950e-10,0.8360
6.650e-10,0.8350
1.400e-13,0.8550
7.197e-13,0.7697
3.700e-12,0.6930
7.980e-12,0.6829
1.200e-11,0.7010
1.800e-11,0.7232
2.690e-11,0.7440
3.748e-11,0.7628
5.040e-11,0.7800
7.240e-11,0.7950
9.440e-11,0.8107
1.350e-10,0.8220
1.751e-10,0.8340
2.298e-10,0.8417
3.461e-10,0.8469
4.030e-10,0.8460
4.600e-10,0.8450
5.170e-10,0.8440
3.980e-13,0.8019
1.000e-12,0.7860
2.558e-12,0.7629
5.700e-12,0.7550
1.011e-11,0.7703
1.580e-11,0.7930
2.448e-11,0.8052
3.760e-11,0.8100
5.870e-11,0.8150
7.972e-11,0.8206
1.130e-10,0.8270
1.470e-10,0.8325
1.908e-10,0.8372
2.976e-10,0.8406
3.630e-10,0.8400
4.280e-10,0.8390
4.940e-10,0.8390
5.900e-13,0.6010
1.294e-12,0.6766
2.700e-12,0.7450
5.165e-12,0.7893
9.120e-12,0.8110
1.513e-11,0.8186
2.400e-11,0.8200
3.960e-11,0.8220
5.518e-11,0.8245
8.370e-11,0.8280
1.123e-10,0.8313
1.525e-10,0.8342
2.000e-10,0.8360
2.537e-10,0.8364
3.160e-10,0.8360
3.780e-10,0.8360
4.410e-10,0.8350
9.761e-13,0.6209
1.800e-12,0.6860
3.320e-12,0.7579
6.030e-12,0.8120
1.063e-11,0.8269
1.800e-11,0.8200
3.130e-11,0.8180
4.451e-11,0.8153
6.830e-11,0.8200
9.206e-11,0.8246
1.250e-10,0.8302
1.640e-10,0.8340
2.093e-10,0.8349
2.630e-10,0.8340
3.170e-10,0.8330
3.700e-10,0.8320
4.100e-13,0.6300
1.248e-12,0.7663
3.230e-12,0.8690
6.384e-12,0.8790
1.070e-11,0.8400
1.920e-11,0.8210
2.765e-11,0.8012
4.650e-11,0.8060
6.539e-11,0.8099
9.539e-11,0.8202
1.330e-10,0.8280
1.769e-10,0.8299
2.290e-10,0.8280
2.810e-10,0.8260
3.330e-10,0.8240
1.010e-12,0.7380
1.950e-12,0.7520
3.766e-12,0.7662
7.080e-12,0.7800
1.430e-11,0.7920
2.152e-11,0.8038
3.740e-11,0.8120
5.335e-11,0.8207
7.807e-11,0.8260
1.090e-10,0.8290
1.459e-10,0.8296
1.910e-10,0.8290
2.360e-10,0.8280
2.810e-10,0.8280
3.770e-13,0.6510
1.304e-12,0.6753
3.960e-12,0.7000
1.130e-11,0.7240
1.857e-11,0.7484
3.170e-11,0.7680
4.479e-11,0.7883
6.106e-11,0.8020
8.130e-11,0.8100
1.098e-10,0.8118
1.500e-10,0.8100
1.900e-10,0.8080
2.300e-10,0.8060
2.762e-13,0.8023
6.780e-13,0.8000
2.330e-12,0.7980
3.983e-12,0.7955
1.150e-11,0.7940
1.906e-11,0.7919
3.620e-11,0.7907
6.050e-11,0.7900
8.818e-11,0.7898
1.190e-10,0.7900
1.500e-10,0.7900
1.810e-10,0.7900
1.120e-13,0.9000
6.540e-13,0.8670
1.196e-12,0.8344
5.330e-12,0.8090
9.471e-12,0.7846
2.169e-11,0.7683
4.120e-11,0.7590
6.409e-11,0.7570
8.910e-11,0.7590
1.140e-10,0.7610
1.390e-10,0.7630
1.170e-13,0.8980
5.330e-12,0.8640
1.060e-11,0.8300
1.580e-11,0.7960
2.100e-11,0.7620
2.620e-11,0.7280
2.822e-11,0.7280
3.040e-11,0.7280
3.260e-11,0.7280
3.480e-11,0.7280
1.220e-13,0.8970
3.870e-12,0.8480
7.610e-12,0.7980
1.140e-11,0.7480
1.510e-11,0.6990
1.626e-11,0.6990
1.750e-11,0.6990
1.870e-11,0.6990
2.000e-11,0.6990
1.270e-13,0.8950
2.680e-12,0.8240
5.240e-12,0.7530
7.800e-12,0.6820
8.402e-12,0.6820
9.050e-12,0.6820
9.700e-12,0.6820
1.030e-11,0.6820
1.320e-13,0.8940
1.730e-12,0.8200
3.320e-12,0.7460
3.575e-12,0.7460
3.580e-12,0.7460
3.580e-12,0.7460
3.590e-12,0.7460
1.370e-13,0.8920
1.020e-12,0.8430
1.278e-12,0.7682
1.600e-12,0.7000
1.920e-12,0.7000
2.240e-12,0.7000
1.420e-13,0.8910
4.459e-13,0.7897
1.400e-12,0.7000
1.500e-12,0.7000
1.600e-12,0.7000
2.510e-13,0.7950
1.000e-12,0.7000
1.000e-12,0.7000
1.100e-12,0.7000
3.600e-13,0.7000
3.600e-13,0.7000
3.600e-13,0.7000
3.600e-13,0.7000
3.600e-13,0.7000
3.600e-13,0.7000
7.982e-11,0.7480,3.148e+00,7.036e+05
1.891e-10,0.7524,9.370e+00,2.774e+06
3.039e-10,0.7539,1.871e+01,6.209e+06
4.290e-10,0.7557,3.000e+01,1.093e+07
5.437e-10,0.7560,4.576e+01,1.706e+07
6.556e-10,0.7567,6.523e+01,2.446e+07
7.586e-10,0.7563,9.015e+01,3.338e+07
8.616e-10,0.7563,1.191e+02,4.352e+07
9.712e-10,0.7566,1.499e+02,5.498e+07
1.085e-09,0.7570,1.834e+02,6.776e+07
1.163e-09,0.7558,2.328e+02,8.262e+07
1.317e-09,0.7574,2.585e+02,9.769e+07
1.419e-09,0.7578,3.057e+02,1.143e+08
1.517e-09,0.7574,3.601e+02,1.329e+08
1.586e-09,0.7560,4.327e+02,1.534e+08
1.729e-09,0.7568,4.725e+02,1.746e+08
1.791e-09,0.7565,5.591e+02,1.972e+08
1.913e-09,0.7567,6.175e+02,2.212e+08
