  4089.2880  12  1.0000  1.0000  1.0000
  4114.5020  10  0.0187  0.0187  0.0187
  4097.2580  10  0.7351  0.7351  0.7351
  4371.6180  10  0.1249  0.1249  0.1249
  4332.7070  10  0.1213  0.1213  0.1213
  4088.2680  10  0.0230  0.0230  0.0230
  4071.2330  10  0.2036  0.2036  0.2036
  4342.0040  10  0.7018  0.7018  0.7018
  4303.6090  10  0.0716  0.0716  0.0716
  4062.9360  10  0.1500  0.1500  0.1500
  4046.1130  10  0.0150  0.0150  0.0150
  4313.4420  10  0.1534  0.1534  0.1534
  4275.5510  10  0.6815  0.6815  0.6815
  4114.1750   8  0.0005  0.0005  0.0005
  4096.9290   8  0.0459  0.0459  0.0459
  4371.2450   8  0.0023  0.0023  0.0023
  4332.3320   8  0.0006  0.0006  0.0006
  4083.8950   8  0.4283  0.4283  0.4283
  4340.3280   8  0.3540  0.3540  0.3540
  4331.1300   8  0.1227  0.1227  0.1227
  4677.0680   8  0.0457  0.0457  0.0457
  4278.3620   8  0.0000  0.0000  0.0000
  4137.7160   8  0.0014  0.0014  0.0014
  4120.2730   8  0.0002  0.0002  0.0002
  4397.8550   8  0.0037  0.0037  0.0037
  4358.4510   8  0.0260  0.0260  0.0260
  4107.0910   8  0.1731  0.1731  0.1731
  4366.5300   8  0.0497  0.0497  0.0497
  4357.2520   8  0.0794  0.0794  0.0794
  4707.4840   8  0.0145  0.0145  0.0145
  4303.8250   8  0.6520  0.6520  0.6520
  4065.0440   8  0.0161  0.0161  0.0161
  4048.2140   8  0.0944  0.0944  0.0944
  4315.8280   8  0.0464  0.0464  0.0464
  4277.8920   8  0.1544  0.1544  0.1544
  4035.4610   8  0.0012  0.0012  0.0012
  4285.6870   8  0.2984  0.2984  0.2984
  4276.7480   8  0.3145  0.3145  0.3145
  4613.6810   8  0.0737  0.0737  0.0737
  4225.2620   8  0.0009  0.0009  0.0009
  4061.7500   8  0.0018  0.0018  0.0018
  4044.9420   8  0.0240  0.0240  0.0240
  4312.1070   8  0.0978  0.0978  0.0978
  4274.2400   8  0.0348  0.0348  0.0348
  4032.2480   8  0.0166  0.0166  0.0166
  4282.0150   8  0.0017  0.0017  0.0017
  4273.1040   8  0.0807  0.0807  0.0807
  4609.4420   8  0.7253  0.7253  0.7253
  4221.7030   8  0.0175  0.0175  0.0175
  4126.0920   8  0.0001  0.0001  0.0001
  4108.7530   8  0.0544  0.0544  0.0544
  4384.7000   8  0.0023  0.0023  0.0023
  4345.5490   8  0.0495  0.0495  0.0495
  4095.6440   8  0.2965  0.2965  0.2965
  4353.5940   8  0.1623  0.1623  0.1623
  4344.4200   8  0.1890  0.1890  0.1890
  4692.4760   8  0.0000  0.0000  0.0000
  4291.2540   8  0.2459  0.2459  0.2459
  4120.5080   6  0.0005  0.0005  0.0005
  4398.0950   6  0.0004  0.0004  0.0004
  4358.7050   6  0.0020  0.0020  0.0020
  4107.3330   6  0.0161  0.0161  0.0161
  4366.7920   6  0.0093  0.0093  0.0093
  4357.5180   6  0.0000  0.0000  0.0000
  4707.8110   6  0.0318  0.0318  0.0318
  4304.0800   6  0.0317  0.0317  0.0317
  4098.2430   6  0.3333  0.3333  0.3333
  4357.2520   6  0.0161  0.0161  0.0161
  4696.3470   6  0.0413  0.0413  0.0413
  4317.7000   6  0.1501  0.1501  0.1501
  4491.2270   6  0.3011  0.3011  0.3011
  2319.6870   6  0.0663  0.0663  0.0663
  4054.0810   6  0.0140  0.0140  0.0140
  4322.4450   6  0.0068  0.0068  0.0068
  4284.3930   6  0.0123  0.0123  0.0123
  4041.2890   6  0.0331  0.0331  0.0331
  4292.2110   6  0.1864  0.1864  0.1864
  4283.2490   6  0.0653  0.0653  0.0653
  4621.2720   6  0.0429  0.0429  0.0429
  4231.6020   6  0.0000  0.0000  0.0000
  4032.4830   6  0.0049  0.0049  0.0049
  4282.9640   6  0.3230  0.3230  0.3230
  4610.2030   6  0.3062  0.3062  0.3062
  4244.7580   6  0.0006  0.0006  0.0006
  4412.3630   6  0.0013  0.0013  0.0013
  2298.4610   6  0.0032  0.0032  0.0032
  4047.7990   6  0.0113  0.0113  0.0113
  4315.3930   6  0.0025  0.0025  0.0025
  4277.4390   6  0.0096  0.0096  0.0096
  4035.0680   6  0.0523  0.0523  0.0523
  4285.2110   6  0.0010  0.0010  0.0010
  4276.2810   6  0.1577  0.1577  0.1577
  4613.1370   6  0.0767  0.0767  0.0767
  4224.7960   6  0.0059  0.0059  0.0059
  4026.3120   6  0.0096  0.0096  0.0096
  4275.9940   6  0.2183  0.2183  0.2183
  4602.1280   6  0.3851  0.3851  0.3851
  4237.9300   6  0.0216  0.0216  0.0216
  4404.9500   6  0.0369  0.0369  0.0369
  2296.4540   6  0.0116  0.0116  0.0116
  4099.6340   6  0.0001  0.0001  0.0001
  4374.2950   6  0.0018  0.0018  0.0018
  4335.3620   6  0.0127  0.0127  0.0127
  4086.5820   6  0.0097  0.0097  0.0097
  4343.3560   6  0.0057  0.0057  0.0057
  4334.1860   6  0.0771  0.0771  0.0771
  4680.5830   6  0.0119  0.0119  0.0119
  4281.3180   6  0.1105  0.1105  0.1105
  4077.5900   6  0.0019  0.0019  0.0019
  4333.8830   6  0.0001  0.0001  0.0001
  4669.2660   6  0.0508  0.0508  0.0508
  4294.7810   6  0.4868  0.4868  0.4868
  4466.4150   6  0.1991  0.1991  0.1991
  2313.0770   6  0.0317  0.0317  0.0317
  4109.2870   6  0.0018  0.0018  0.0018
  4385.3250   6  0.0005  0.0005  0.0005
  4346.1590   6  0.0029  0.0029  0.0029
  4096.1880   6  0.0962  0.0962  0.0962
  4354.1780   6  0.0072  0.0072  0.0072
  4344.9580   6  0.0063  0.0063  0.0063
  4693.1950   6  0.0339  0.0339  0.0339
  4291.8570   6  0.0135  0.0135  0.0135
  4087.1520   6  0.5418  0.5418  0.5418
  4344.6830   6  0.0001  0.0001  0.0001
  4681.8000   6  0.0003  0.0003  0.0003
  4305.3900   6  0.0648  0.0648  0.0648
  4477.9040   6  0.1883  0.1883  0.1883
  2316.1390   6  0.0422  0.0422  0.0422
  4041.9510   4  0.0213  0.0213  0.0213
  4292.9540   4  0.0107  0.0107  0.0107
  4284.0020   4  0.0289  0.0289  0.0289
  4622.1400   4  0.0011  0.0011  0.0011
  4232.3530   4  0.0004  0.0004  0.0004
  4033.1550   4  0.0634  0.0634  0.0634
  4283.7270   4  0.3021  0.3021  0.3021
  4611.0700   4  0.0119  0.0119  0.0119
  4245.5190   4  0.0093  0.0093  0.0093
  4413.1790   4  0.0117  0.0117  0.0117
  2298.6810   4  0.0019  0.0019  0.0019
  4277.4270   4  0.4194  0.4194  0.4194
  4257.5490   4  0.0466  0.0466  0.0466
  4435.5060   4  0.0622  0.0622  0.0622
  2307.6190   4  0.0090  0.0090  0.0090
  4086.7140   4  0.0004  0.0004  0.0004
  4343.5050   4  0.0026  0.0026  0.0026
  4334.3290   4  0.0209  0.0209  0.0209
  4680.7650   4  0.0060  0.0060  0.0060
  4281.4550   4  0.0080  0.0080  0.0080
  4077.7150   4  0.0173  0.0173  0.0173
  4334.0290   4  0.0324  0.0324  0.0324
  4669.4270   4  0.0618  0.0618  0.0618
  4294.9220   4  0.1715  0.1715  0.1715
  4466.5930   4  0.0353  0.0353  0.0353
  2313.0770   4  0.0113  0.0113  0.0113
  4327.5890   4  0.0307  0.0307  0.0307
  4307.2330   4  0.3314  0.3314  0.3314
  4489.4862   4  0.2154  0.2154  0.2154
  2322.1420   4  0.0549  0.0549  0.0549
  4070.1420   4  0.0015  0.0015  0.0015
  4324.7900   4  0.0252  0.0252  0.0252
  4315.6930   4  0.0188  0.0188  0.0188
  4659.0380   4  0.0078  0.0078  0.0078
  4263.2690   4  0.0056  0.0056  0.0056
  4061.2220   4  0.0005  0.0005  0.0005
  4315.3980   4  0.1481  0.1481  0.1481
  4647.8030   4  0.0794  0.0794  0.0794
  4276.6230   4  0.0995  0.0995  0.0995
  4446.8090   4  0.0475  0.0475  0.0475
  2307.7680   4  0.0132  0.0132  0.0132
  4308.9990   4  0.0178  0.0178  0.0178
  4288.8190   4  0.1531  0.1531  0.1531
  4469.4780   4  0.3167  0.3167  0.3167
  2316.7650   4  0.0652  0.0652  0.0652
  4061.2050   2  0.0038  0.0038  0.0038
  4315.3930   2  0.1792  0.1792  0.1792
  4647.8030   2  0.0000  0.0000  0.0000
  4276.7100   2  0.0395  0.0395  0.0395
  4446.7940   2  0.0001  0.0001  0.0001
  2307.7680   2  0.0000  0.0000  0.0000
  4308.9990   2  0.4547  0.4547  0.4547
  4288.8200   2  0.3227  0.3227  0.3227
  4469.4580   2  0.0000  0.0000  0.0000
  2316.7650   2  0.0000  0.0000  0.0000
  4075.8620  10  1.0000  1.0000  1.0000
  4092.9289   8  0.1185  0.1185  0.1205
  4072.1570   8  0.8645  0.8645  0.8789
  5070.8000   8  0.0005  0.0005  0.0005
   488.7171   8  0.0164  0.0164  0.0000
  4357.2520   8  0.0002  0.0002  0.0002
  4106.0190   6  0.0069  0.0070  0.0071
  4085.1125   6  0.2157  0.2159  0.2192
  5090.9200   6  0.0001  0.0001  0.0001
   488.9032   6  0.0027  0.0027  0.0000
  4372.1030   6  0.0000  0.0000  0.0000
  4069.8860   6  0.7597  0.7607  0.7723
  5041.9760   6  0.0004  0.0004  0.0004
   488.9511   6  0.0123  0.0123  0.0000
  4354.5950   6  0.0001  0.0001  0.0001
  5839.3530   6  0.0000  0.0000  0.0000
   523.8831   6  0.0007  0.0007  0.0007
  5210.0930   6  0.0000  0.0000  0.0000
   432.2455   6  0.0013  0.0000  0.0000
  4094.1400   4  0.0164  0.0164  0.0164
  5104.9440   4  0.0000  0.0000  0.0000
   489.0322   4  0.0006  0.0006  0.0000
  4382.4410   4  0.0000  0.0000  0.0000
  4078.8420   4  0.2634  0.2636  0.2640
  5055.7320   4  0.0000  0.0000  0.0000
   489.0801   4  0.0011  0.0011  0.0000
  4364.8500   4  0.0000  0.0000  0.0000
  5857.8090   4  0.0000  0.0000  0.0000
   524.0312   4  0.0001  0.0001  0.0001
  5224.7800   4  0.0000  0.0000  0.0000
   432.3464   4  0.0004  0.0000  0.0000
  4069.6230   4  0.7149  0.7151  0.7164
  4356.0680   4  0.0000  0.0000  0.0000
  5837.3820   4  0.0000  0.0000  0.0000
   524.0366   4  0.0029  0.0029  0.0029
  3654.7520   4  0.0000  0.0000  0.0000
  3882.1920   8  0.1368  0.1368  0.2479
  3863.5020   8  0.0155  0.0155  0.0282
  4751.2710   8  0.0210  0.0210  0.0381
   485.5720   8  0.4482  0.4482  0.0000
  4119.2150   8  0.3784  0.3784  0.6858
  3883.1300   6  0.0047  0.0063  0.0435
  3864.4260   6  0.0093  0.0124  0.0859
  4752.6810   6  0.0017  0.0023  0.0159
   485.5855   6  0.0350  0.0468  0.0000
  4120.2800   6  0.0338  0.0452  0.3123
  3850.7970   6  0.0024  0.0032  0.0220
  4710.0120   6  0.0339  0.0453  0.3131
   485.6310   6  0.6059  0.8086  0.0000
  4104.7231   6  0.0181  0.0241  0.1666
  5398.6680   6  0.0000  0.0000  0.0002
   520.0754   6  0.0003  0.0004  0.0031
  4856.3950   6  0.0041  0.0054  0.0374
   429.6470   6  0.2506  0.0000  0.0000
  3864.6670   4  0.0150  0.0890  0.0908
  4753.0470   4  0.0000  0.0001  0.0001
   485.5892   4  0.0029  0.0175  0.0000
