   0.2453 -0.8217 -0.1628 -0.0504 -1.9250   11642.9000  1.0000
   0.2714  0.2890  0.2218 -0.4460 -0.7220    4156.0500  0.4290
   0.2714  0.2890  0.2218 -0.4460 -0.7220    4156.1200  0.5710
   0.3392  0.1347  0.1315 -0.3513 -0.5759    1632.0000  1.0000
   0.2564 -0.8333 -0.1572 -0.0470 -1.9496   40292.0000  1.0000
   0.3213 -0.8327 -0.1574 -0.0471 -1.9490   21809.0000  1.0000
   0.3717 -0.8328 -0.1574 -0.0471 -1.9491   12777.1000  1.0000
   0.3307 -0.8328 -0.1574 -0.0471 -1.9491    7573.3000  1.0000
   0.3381  0.2180  0.1423 -0.3844 -0.7919    7508.9000  0.1110
   0.3381  0.2180  0.1423 -0.3844 -0.7919    7519.5000  0.5560
   0.3381  0.2180  0.1423 -0.3844 -0.7919    7519.8600  0.2220
   0.3381  0.2180  0.1423 -0.3844 -0.7919    7530.6000  0.1110
   0.3882  0.2180  0.1423 -0.3844 -0.7919    4292.2100  0.4290
   0.3882  0.2180  0.1423 -0.3844 -0.7919    4292.2900  0.5710
   0.3753  0.0199 -0.0263 -0.2372 -0.8145    2140.0000  1.0000
   0.4268  0.0756  0.0805 -0.3075 -0.6214    1653.0000  1.0000
   0.3967 -0.8518 -0.1480 -0.0413 -1.9868   68870.0000  1.0000
   0.5218 -0.8518 -0.1480 -0.0413 -1.9868   28127.0000  1.0000
   0.6115 -0.8517 -0.1480 -0.0413 -1.9867   14714.8000  1.0000
   0.5471 -0.8517 -0.1481 -0.0413 -1.9867    8214.5000  1.0000
   0.3655  0.1152  0.0381 -0.3002 -0.8968   14568.7000  1.0000
   0.5096  0.1152  0.0381 -0.3002 -0.8968    8139.6000  1.0000
   0.5895  0.1152  0.0381 -0.3002 -0.8968    4491.1300  0.4290
   0.5895  0.1152  0.0381 -0.3002 -0.8968    4491.2200  0.5710
   0.3647 -0.0208 -0.0606 -0.2069 -0.8571    4329.6100  0.4000
   0.3647 -0.0208 -0.0606 -0.2069 -0.8571    4329.7400  0.6000
   0.5472 -0.0208 -0.0606 -0.2069 -0.8571    2189.0000  1.0000
   0.4819  0.0098  0.0357 -0.2643 -0.6689    1682.0000  1.0000
   0.3315  0.0098  0.0357 -0.2643 -0.6689    4463.0000  1.0000
   0.9202 -0.8781 -0.1338 -0.0334 -2.0409   47268.0000  1.0000
   1.1340 -0.8782 -0.1338 -0.0334 -2.0410   18662.0000  1.0000
   1.0286 -0.8781 -0.1339 -0.0334 -2.0409    9317.1000  1.0000
   0.3830 -0.0044 -0.0661 -0.2091 -1.0265   46443.0000  1.0000
   0.5858 -0.0044 -0.0661 -0.2091 -1.0265   18451.0000  1.0000
   0.8330 -0.0044 -0.0661 -0.2092 -1.0265    9224.0400  1.0000
   0.9754 -0.0044 -0.0661 -0.2091 -1.0265    4802.7000  0.5560
   0.9754 -0.0044 -0.0661 -0.2091 -1.0265    4802.7000  0.4290
   0.9754 -0.0044 -0.0661 -0.2091 -1.0265    4802.7000  0.0160
   0.3044  0.0221 -0.0266 -0.2378 -0.8243    8873.0000  0.4000
   0.3044  0.0221 -0.0266 -0.2378 -0.8243    8873.5000  0.6000
   0.5463  0.0221 -0.0266 -0.2378 -0.8243    4620.1100  0.4290
   0.5463  0.0221 -0.0266 -0.2378 -0.8243    4620.2600  0.5560
   0.5463  0.0221 -0.0266 -0.2378 -0.8243    4627.5000  0.0160
   0.8372  0.0221 -0.0266 -0.2378 -0.8243    2261.0000  1.0000
   0.4935 -0.1418 -0.0099 -0.1739 -0.7313    8268.0000  1.0000
   1.3814 -0.1419 -0.0099 -0.1740 -0.7314    4752.0000  1.0000
