   2.166  -0.888  -0.001  -0.089  -1.514   0.943   1.953   1858.5540  0.1111
   2.166  -0.888  -0.001  -0.089  -1.514   0.943   1.953   1859.2550  0.4667
   2.166  -0.888  -0.001  -0.089  -1.514   0.943   1.953   1859.6386  0.0833
   2.166  -0.888  -0.001  -0.089  -1.514   0.943   1.953   1862.5890  0.0833
   2.166  -0.888  -0.001  -0.089  -1.514   0.943   1.953   1864.3450  0.0056
  25.575  -0.830  -0.010  -0.146  -1.689   0.313   0.782   5001.1360  0.2000
  25.575  -0.830  -0.010  -0.146  -1.689   0.313   0.782   5001.4770  0.2963
  25.575  -0.830  -0.010  -0.146  -1.689   0.313   0.782   5005.1490  0.4286
  25.575  -0.830  -0.010  -0.146  -1.689   0.313   0.782   5016.3870  0.0370
  25.575  -0.830  -0.010  -0.146  -1.689   0.313   0.782   5025.6620  0.0370
  25.575  -0.830  -0.010  -0.146  -1.689   0.313   0.782   5040.7200  0.0011
   5.824  -0.821  -0.026  -0.139  -1.709   0.134   0.506   4774.2410  0.0500
   5.824  -0.821  -0.026  -0.139  -1.709   0.134   0.506   4779.7220  0.1500
   5.824  -0.821  -0.026  -0.139  -1.709   0.134   0.506   4781.1900  0.0518
   5.824  -0.821  -0.026  -0.139  -1.709   0.134   0.506   4788.1310  0.2315
   5.824  -0.821  -0.026  -0.139  -1.709   0.134   0.506   4793.6500  0.0500
   5.824  -0.821  -0.026  -0.139  -1.709   0.134   0.506   4803.2890  0.4148
   5.824  -0.821  -0.026  -0.139  -1.709   0.134   0.506   4810.3060  0.0518
   9.632  -0.821  -0.026  -0.139  -1.709   0.134   0.497   5927.8110  0.1111
   9.632  -0.821  -0.026  -0.139  -1.709   0.134   0.497   5931.7790  0.2500
   9.632  -0.821  -0.026  -0.139  -1.709   0.134   0.497   5940.2400  0.0833
   9.632  -0.821  -0.026  -0.139  -1.709   0.134   0.497   5941.6530  0.4667
   9.632  -0.821  -0.026  -0.139  -1.709   0.134   0.497   5952.3880  0.0833
   9.632  -0.821  -0.026  -0.139  -1.709   0.134   0.497   5960.9010  0.0056
   0.727  -0.832  -0.034  -0.122  -1.721   0.115   0.632   4459.9330  0.1111
   0.727  -0.832  -0.034  -0.122  -1.721   0.115   0.632   4465.5270  0.0833
   0.727  -0.832  -0.034  -0.122  -1.721   0.115   0.632   4475.8860  0.0056
   0.727  -0.832  -0.034  -0.122  -1.721   0.115   0.632   4477.6910  0.2500
   0.727  -0.832  -0.034  -0.122  -1.721   0.115   0.632   4488.1200  0.0833
   0.727  -0.832  -0.034  -0.122  -1.721   0.115   0.632   4507.5570  0.4667
   2.399  -0.832  -0.034  -0.122  -1.721   0.114   0.597   5452.0830  0.1111
   2.399  -0.832  -0.034  -0.122  -1.721   0.114   0.597   5454.2210  0.1111
   2.399  -0.832  -0.034  -0.122  -1.721   0.114   0.597   5462.5920  0.0833
   2.399  -0.832  -0.034  -0.122  -1.721   0.114   0.597   5478.0960  0.1389
   2.399  -0.832  -0.034  -0.122  -1.721   0.114   0.597   5480.0620  0.1389
   2.399  -0.832  -0.034  -0.122  -1.721   0.114   0.597   5495.6660  0.4167
   5.897  -0.832  -0.034  -0.122  -1.721   0.119   0.616   4987.3670  0.1111
   5.897  -0.832  -0.034  -0.122  -1.721   0.119   0.616   4994.3630  0.3333
   5.897  -0.832  -0.034  -0.122  -1.721   0.119   0.616   5007.3250  0.5556
   0.107  -0.811  -0.010  -0.166  -1.716  -0.336  -0.722   6610.5650  1.0000
   0.014  -0.824  -0.009  -0.155  -1.706  -0.193  -0.438   7762.2370  1.0000
   0.178  -0.824  -0.009  -0.155  -1.707  -0.195  -0.417   4447.0330  1.0000
   0.007  -0.811  -0.010  -0.167  -1.715  -0.324  -0.587   6284.3220  1.0000
   0.062  -0.810  -0.010  -0.167  -1.715  -0.328  -0.588   3918.9990  1.0000
   0.022  -0.811  -0.010  -0.167  -1.715  -0.325  -0.582   8438.7420  1.0000
  31.018  -0.925   0.067  -0.128  -1.660   0.460   1.189   5666.6270  0.2500
  31.018  -0.925   0.067  -0.128  -1.660   0.460   1.189   5676.0190  0.1111
  31.018  -0.925   0.067  -0.128  -1.660   0.460   1.189   5679.5620  0.4667
  31.018  -0.925   0.067  -0.128  -1.660   0.460   1.189   5686.2130  0.0833
  31.018  -0.925   0.067  -0.128  -1.660   0.460   1.189   5710.7660  0.0556
  31.018  -0.925   0.067  -0.128  -1.660   0.460   1.189   5730.6500  0.0056
  15.304  -0.935   0.032  -0.073  -1.605   0.711   0.715   4601.4800  0.1389
  15.304  -0.935   0.032  -0.073  -1.605   0.711   0.715   4607.1570  0.1111
  15.304  -0.935   0.032  -0.073  -1.605   0.711   0.715   4613.8660  0.0833
  15.304  -0.935   0.032  -0.073  -1.605   0.711   0.715   4621.3940  0.1111
  15.304  -0.935   0.032  -0.073  -1.605   0.711   0.715   4630.5430  0.4167
  15.304  -0.935   0.032  -0.073  -1.605   0.711   0.715   4643.0850  0.1389
   3.517  -0.922   0.059  -0.125  -1.688   0.115   1.051   5045.1000  0.1111
   3.517  -0.922   0.059  -0.125  -1.688   0.115   1.051   5010.6200  0.3333
   3.517  -0.922   0.059  -0.125  -1.688   0.115   1.051   5002.7030  0.5556
   2.182  -1.322   0.498  -0.172  -1.588   1.366   1.725   3994.9880  1.0000
   1.327  -0.448   0.227   0.047  -0.636   0.986   0.911   6482.0530  1.0000
   0.410  -0.987   0.204  -0.186  -1.426   1.496   2.245   3437.1470  1.0000
   4.708  -0.925   0.067  -0.128  -1.660   0.456   1.233   1343.3250  0.4148
   4.708  -0.925   0.067  -0.128  -1.660   0.456   1.233   1343.5710  0.0519
   4.708  -0.925   0.067  -0.128  -1.660   0.456   1.233   1345.0671  0.0519
   4.708  -0.925   0.067  -0.128  -1.660   0.456   1.233   1345.3116  0.0500
   4.708  -0.925   0.067  -0.128  -1.660   0.456   1.233   1345.3116  0.2315
   4.708  -0.925   0.067  -0.128  -1.660   0.456   1.233   1346.4297  0.0500
   4.708  -0.925   0.067  -0.128  -1.660   0.456   1.233   1346.4297  0.1500
  13.157  -0.925   0.067  -0.128  -1.660   0.452   1.130   1740.2955  0.4667
  13.157  -0.925   0.067  -0.128  -1.660   0.452   1.130   1743.1959  0.0833
  13.157  -0.925   0.067  -0.128  -1.660   0.452   1.130   1743.1959  0.2500
  13.157  -0.925   0.067  -0.128  -1.660   0.452   1.130   1745.0474  0.0833
  13.157  -0.925   0.067  -0.128  -1.660   0.452   1.130   1745.0474  0.0056
  13.157  -0.925   0.067  -0.128  -1.660   0.452   1.130   1745.2560  0.1111
   9.375  -0.934   0.032  -0.073  -1.605   0.708   0.671   1275.0307  0.4667
   9.375  -0.934   0.032  -0.073  -1.605   0.708   0.671   1275.2466  0.0833
   9.375  -0.934   0.032  -0.073  -1.605   0.708   0.671   1275.2466  0.0056
   9.375  -0.934   0.032  -0.073  -1.605   0.708   0.671   1276.2042  0.0833
   9.375  -0.934   0.032  -0.073  -1.605   0.708   0.671   1276.2042  0.2500
   9.375  -0.934   0.032  -0.073  -1.605   0.708   0.671   1276.7980  0.1111
   4.458  -0.922   0.059  -0.125  -1.688   0.122   1.105   1675.7330  0.3333
   4.458  -0.922   0.059  -0.125  -1.688   0.122   1.105   1675.7330  0.5556
   4.458  -0.922   0.059  -0.125  -1.688   0.122   1.105   1675.9219  0.1111
