   0.2810  -0.8930  -0.0830  -0.0140  -1.6000  57902.0000  1.0000
   0.6410  -0.8960  -0.0810  -0.0150  -1.6255  35279.0000  1.0000
   0.3450  -0.8870  -0.0880  -0.0140  -1.5606  34350.0000  1.0000
   0.3550  -0.8880  -0.0880  -0.0160  -1.6221  36731.0000  1.0000
   0.3720  -0.8960  -0.0810  -0.0150  -1.6257   9227.0000  1.0000
   0.2390  -0.8960  -0.0810  -0.0150  -1.6254   3726.0000  0.3570
   0.2390  -0.8960  -0.0810  -0.0150  -1.6254   3735.9600  0.0410
   0.2390  -0.8960  -0.0810  -0.0150  -1.6254   3738.8000  0.3570
   0.2390  -0.8960  -0.0810  -0.0150  -1.6254   3777.3200  0.2450
   0.2790  -0.9010  -0.0720  -0.0190  -1.6016  37607.0000  1.0000
   0.3080  -0.9010  -0.0720  -0.0190  -1.6015   1041.0000  1.0000
   0.3600  -0.8940  -0.0770  -0.0180  -1.5621   1044.0000  1.0000
   1.7310  -0.9000  -0.0780  -0.0160  -1.6598  18713.0000  1.0000
   0.2760  -0.8810  -0.0920  -0.0170  -1.5798  19631.0000  1.0000
   0.9840  -0.8810  -0.0920  -0.0170  -1.5801  18020.0000  1.0000
   0.3370  -0.8670  -0.1010  -0.0210  -1.5826  20927.0000  1.0000
   0.9020  -0.8910  -0.0850  -0.0170  -1.6545  20049.0000  1.0000
   0.2500  -0.8470  -0.1190  -0.0190  -1.5650  24138.0000  1.0000
   0.7660  -0.9000  -0.0780  -0.0160  -1.6596   4714.4100  0.3570
   0.7660  -0.9000  -0.0780  -0.0160  -1.6596   4772.9300  0.2450
   0.4370  -0.8810  -0.0920  -0.0170  -1.5797   4553.7700  0.0100
   0.4370  -0.8810  -0.0920  -0.0170  -1.5797   4567.8300  0.0900
   0.4370  -0.8810  -0.0920  -0.0170  -1.5797   4575.0500  0.4000
   0.4370  -0.8810  -0.0920  -0.0170  -1.5797   4579.2000  0.0170
   0.4370  -0.8810  -0.0920  -0.0170  -1.5797   4598.0100  0.1070
   0.4370  -0.8810  -0.0920  -0.0170  -1.5797   4612.3400  0.2100
   0.4370  -0.8810  -0.0920  -0.0170  -1.5797   4625.9500  0.0830
   0.4370  -0.8810  -0.0920  -0.0170  -1.5797   4645.1500  0.0830
   0.3650  -0.8910  -0.0850  -0.0170  -1.6542   4769.3800  0.5710
   0.5890  -0.9050  -0.0700  -0.0180  -1.6294  24916.0000  1.0000
   0.2780  -0.8910  -0.0790  -0.0180  -1.5739  28105.0000  1.0000
   0.2730  -0.8960  -0.0780  -0.0170  -1.6246  25778.0000  1.0000
   0.9630  -0.9050  -0.0700  -0.0180  -1.6295  19903.0000  1.0000
   0.2040  -0.9050  -0.0700  -0.0180  -1.6296  17829.0000  1.0000
   0.3940  -0.8910  -0.0790  -0.0180  -1.5738  19404.0000  1.0000
   0.2750  -0.8850  -0.0820  -0.0220  -1.5802  19045.0000  1.0000
   0.4430  -0.8960  -0.0780  -0.0170  -1.6250  19236.0000  1.0000
   0.5970  -0.9050  -0.0700  -0.0180  -1.6294   3681.0400  0.2450
   0.5970  -0.9050  -0.0700  -0.0180  -1.6294   3692.2700  0.1000
   0.5970  -0.9050  -0.0700  -0.0180  -1.6294   3693.3900  0.3570
   0.5970  -0.9050  -0.0700  -0.0180  -1.6294   3705.6200  0.0410
   0.5970  -0.9050  -0.0700  -0.0180  -1.6294   3705.7400  0.1600
   0.5970  -0.9050  -0.0700  -0.0180  -1.6294   3726.4500  0.0400
   0.5970  -0.9050  -0.0700  -0.0180  -1.6294   3755.0100  0.0520
   0.5970  -0.9050  -0.0700  -0.0180  -1.6294   3780.5800  0.0020
   0.2420  -0.8920  -0.0790  -0.0180  -1.5739   3572.3800  0.0830
   0.2420  -0.8920  -0.0790  -0.0180  -1.5739   3584.9300  0.0830
   0.2420  -0.8920  -0.0790  -0.0180  -1.5739   3589.4900  0.2100
   0.2420  -0.8920  -0.0790  -0.0180  -1.5739   3601.0600  0.4000
   0.2420  -0.8920  -0.0790  -0.0180  -1.5739   3603.2400  0.1070
   0.2420  -0.8920  -0.0790  -0.0180  -1.5739   3611.6000  0.0900
   0.2420  -0.8920  -0.0790  -0.0180  -1.5739   3616.0100  0.0170
   0.2420  -0.8920  -0.0790  -0.0180  -1.5739   3625.5200  0.0100
   0.2940  -0.8960  -0.0780  -0.0170  -1.6246   3676.2300  0.5710
   0.2940  -0.8960  -0.0780  -0.0170  -1.6246   3682.0200  0.4000
   0.2940  -0.8960  -0.0780  -0.0170  -1.6246   3720.7200  0.0290
   0.5880  -0.9050  -0.0700  -0.0180  -1.6297   1136.0000  1.0000
