 21 22
  10.  100.  200.  300.  400.  600.  800.  1000.  2000.  4000.  6000.  8000.  10000.  12000.  14000.  16000.  18000.  20000.  22000.  26000.  30000.
0.0279 6.152E+03 8.058E+02 3.089E+02 1.747E+02 1.179E+02 7.015E+01 5.019E+01 3.955E+01 2.123E+01 1.323E+01 1.058E+01 9.215E+00 8.362E+00 7.770E+00 7.331E+00 6.990E+00 6.714E+00 6.486E+00 6.293E+00 5.982E+00 5.739E+00
0.0399 0.000E+00 4.785E-06 2.416E-02 3.227E-01 1.058E+00 3.057E+00 4.817E+00 6.093E+00 8.400E+00 8.330E+00 7.739E+00 7.241E+00 6.848E+00 6.534E+00 6.278E+00 6.064E+00 5.883E+00 5.726E+00 5.590E+00 5.360E+00 5.175E+00
0.0401 1.055E+04 1.381E+03 5.283E+02 2.955E+02 1.953E+02 1.101E+02 7.468E+01 5.622E+01 2.618E+01 1.462E+01 1.116E+01 9.462E+00 8.436E+00 7.741E+00 7.235E+00 6.847E+00 6.538E+00 6.285E+00 6.073E+00 5.736E+00 5.477E+00
0.0624 0.000E+00 7.496E-13 1.256E-05 2.476E-03 3.072E-02 3.249E-01 9.549E-01 1.731E+00 4.665E+00 6.218E+00 6.308E+00 6.143E+00 5.938E+00 5.742E+00 5.566E+00 5.409E+00 5.270E+00 5.146E+00 5.035E+00 4.845E+00 4.686E+00
0.0626 2.035E+04 2.665E+03 1.020E+03 5.698E+02 3.750E+02 2.071E+02 1.361E+02 9.881E+01 3.919E+01 1.844E+01 1.296E+01 1.046E+01 9.030E+00 8.094E+00 7.431E+00 6.935E+00 6.548E+00 6.237E+00 5.981E+00 5.580E+00 5.279E+00
0.1110 0.000E+00 1.878E-30 2.786E-14 5.271E-09 2.018E-06 6.486E-04 1.028E-02 5.037E-02 9.085E-01 2.864E+00 3.771E+00 4.151E+00 4.302E+00 4.348E+00 4.344E+00 4.314E+00 4.271E+00 4.223E+00 4.173E+00 4.072E+00 3.978E+00
0.1112 4.762E+04 6.202E+03 2.372E+03 1.326E+03 8.723E+02 4.811E+02 3.146E+02 2.260E+02 8.141E+01 3.141E+01 1.932E+01 1.425E+01 1.153E+01 9.844E+00 8.705E+00 7.883E+00 7.262E+00 6.777E+00 6.386E+00 5.795E+00 5.367E+00
0.2498 0.000E+00 0.000E+00 0.000E+00 3.020E-29 1.655E-21 7.606E-14 4.539E-10 7.755E-08 1.579E-03 1.443E-01 5.465E-01 9.964E-01 1.383E+00 1.689E+00 1.924E+00 2.103E+00 2.241E+00 2.346E+00 2.427E+00 2.538E+00 2.603E+00
0.2500 1.553E+05 2.021E+04 7.730E+03 4.319E+03 2.843E+03 1.568E+03 1.025E+03 7.363E+02 2.624E+02 9.326E+01 5.129E+01 3.397E+01 2.498E+01 1.964E+01 1.617E+01 1.377E+01 1.201E+01 1.069E+01 9.660E+00 8.167E+00 7.145E+00
0.9994 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 6.291E-24 1.571E-11 1.653E-07 1.512E-05 2.136E-04 1.202E-03 4.031E-03 9.822E-03 1.940E-02 3.314E-02 5.100E-02 9.754E-02 1.548E-01
