2
 Upsilons from Strafford R. P., Bell K. L., Hibbert A., Wijesundera, W. P., MN, 268 816
 Aij's from Nussbaumer & Rusca (A&A,72,129,1979)
6 7 0
2p2  3Pe0
2p2  3Pe1
2p2  3Pe2
2p2  1D2
2p2  1S0
2p3  5S2
5000
7500
10000
12500
15000
17500
20000
0
   1 2  .4097  5000.
   0 0  .4158  7500.
   0 0  .4232 10000.
   0 0  .4304 12500.
   0 0  .4371 15000.
   0 0  .4433 17500.
   0 0  .4491 20000.
   1 3  .2439  5000.
   0 0  .2543  7500.
   0 0  .2657 10000.
   0 0  .2763 12500.
   0 0  .2859 15000.
   0 0  .2944 17500.
   0 0  .3019 20000.
   1 4  .3385  5000.
   0 0  .3357  7500.
   0 0  .3342 10000.
   0 0  .3333 12500.
   0 0  .3328 15000.
   0 0  .3324 17500.
   0 0  .3323 20000.
   1 5  .0424  5000.
   0 0  .0415  7500.
   0 0  .0410 10000.
   0 0  .0408 12500.
   0 0  .0406 15000.
   0 0  .0405 17500.
   0 0  .0405 20000.
   1 6  .1282  5000.
   0 0  .1273  7500.
   0 0  .1274 10000.
   0 0  .1277 12500.
   0 0  .1280 15000.
   0 0  .1283 17500.
   0 0  .1285 20000.
   2 3 1.0608  5000.
   0 0 1.0918  7500.
   0 0 1.1268 10000.
   0 0 1.1598 12500.
   0 0 1.1898 15000.
   0 0 1.2167 17500.
   0 0 1.2408 20000.
   2 4 1.0157  5000.
   0 0 1.0069  7500.
   0 0 1.0024 10000.
   0 0  .9998 12500.
   0 0  .9982 15000.
   0 0  .9973 17500.
   0 0  .9967 20000.
   2 5  .1271  5000.
   0 0  .1245  7500.
   0 0  .1231 10000.
   0 0  .1223 12500.
   0 0  .1219 15000.
   0 0  .1216 17500.
   0 0  .1214 20000.
   2 6  .3849  5000.
   0 0  .3817  7500.
   0 0  .3819 10000.
   0 0  .3828 12500.
   0 0  .3839 15000.
   0 0  .3848 17500.
   0 0  .3856 20000.
   3 4 1.6929  5000.
   0 0 1.6782  7500.
   0 0 1.6707 10000.
   0 0 1.6663 12500.
   0 0 1.6637 15000.
   0 0 1.6621 17500.
   0 0 1.6612 20000.
   3 5  .2118  5000.
   0 0  .2074  7500.
   0 0  .2052 10000.
   0 0  .2039 12500.
   0 0  .2031 15000.
   0 0  .2026 17500.
   0 0  .2023 20000.
   3 6  .6412  5000.
   0 0  .6366  7500.
   0 0  .6369 10000.
   0 0  .6383 12500.
   0 0  .6399 15000.
   0 0  .6413 17500.
   0 0  .6424 20000.
   4 5  .5027  5000.
   0 0  .5001  7500.
   0 0  .5013 10000.
   0 0  .5040 12500.
   0 0  .5071 15000.
   0 0  .5105 17500.
   0 0  .5140 20000.
0 0 0
1 2 2.08E-6
1 3 1.16E-12
1 4 5.35E-7
1 5 0.0
1 6 0.0
2 3 7.46E-6
2 4 1.01E-3
2 5 3.38E-2
2 6 1.00E+2
3 4 2.99E-3
3 5 1.51E-4
3 6 1.00E+2
4 5 1.12
4 6 0.0
5 6 0.0
1 1 0.
2 3 48.7
3 5 130.8
4 5 15316.2
5 1 32688.8
6 5 46784.6
