     0.010    0.918371E-01    0.720816E-01    0.163919E+00
     0.015    0.916812E-01    0.722791E-01    0.163960E+00
     0.020    0.913127E-01    0.724100E-01    0.163723E+00
     0.030    0.902034E-01    0.725130E-01    0.162716E+00
     0.040    0.939582E-01    0.727109E-01    0.166669E+00
     0.050    0.100239E+00    0.716220E-01    0.171861E+00
     0.060    0.103926E+00    0.746622E-01    0.178588E+00
     0.080    0.105106E+00    0.828463E-01    0.187952E+00
     0.100    0.106539E+00    0.872389E-01    0.193778E+00
     0.120    0.104471E+00    0.924043E-01    0.196875E+00
     0.150    0.106726E+00    0.950511E-01    0.201777E+00
     0.200    0.134383E+00    0.815249E-01    0.215908E+00
     0.250    0.156637E+00    0.443059E-01    0.200943E+00
     0.300    0.263424E+00    0.376392E-01    0.301063E+00
     0.360    0.288681E+00    0.313268E-01    0.320008E+00
     0.440    0.284683E+00    0.309170E-01    0.315600E+00
     0.550    0.214476E+00    0.207428E-01    0.235218E+00
     0.700    0.112553E+00    0.155502E-01    0.128104E+00
     0.850    0.586295E-01    0.955277E-02    0.681822E-01
     1.000    0.340294E-01    0.712541E-02    0.411548E-01
     1.150    0.202571E-01    0.568299E-02    0.259401E-01
     1.300    0.125380E-01    0.471067E-02    0.172487E-01
     1.700    0.424793E-02    0.327743E-02    0.752536E-02
     2.000    0.219297E-02    0.270641E-02    0.489938E-02
     2.200    0.148855E-02    0.244909E-02    0.393764E-02
     2.700    0.634194E-03    0.203399E-02    0.266819E-02
     3.000    0.414257E-03    0.185731E-02    0.227156E-02
     3.500    0.217454E-03    0.166270E-02    0.188015E-02
     4.000    0.124155E-03    0.150787E-02    0.163202E-02
     4.500    0.737729E-04    0.139355E-02    0.146733E-02
     5.000    0.460278E-04    0.130938E-02    0.135541E-02
     5.500    0.283277E-04    0.130947E-02    0.133779E-02
     6.000    0.184029E-04    0.130877E-02    0.132717E-02
     6.500    0.114880E-04    0.132696E-02    0.133845E-02
     7.000    0.721425E-05    0.134645E-02    0.135366E-02
     7.500    0.338860E-05    0.276302E-02    0.276641E-02
     8.000    0.160510E-05    0.420823E-02    0.420984E-02
     8.500    0.293052E-05    0.885438E-02    0.885732E-02
     9.000    0.525110E-05    0.134953E-01    0.135006E-01
     9.400    0.825510E-05    0.165161E-01    0.165244E-01
     9.550    0.906206E-05    0.169938E-01    0.170028E-01
     9.700    0.926695E-05    0.166041E-01    0.166134E-01
     9.850    0.913209E-05    0.160342E-01    0.160434E-01
    10.000    0.901978E-05    0.156104E-01    0.156194E-01
    10.500    0.787492E-05    0.130056E-01    0.130135E-01
    11.000    0.698932E-05    0.108327E-01    0.108397E-01
    11.300    0.609342E-05    0.964945E-02    0.965555E-02
    11.600    0.537839E-05    0.850517E-02    0.851055E-02
    12.000    0.462429E-05    0.721971E-02    0.722433E-02
    12.500    0.362981E-05    0.601994E-02    0.602357E-02
    13.000    0.292029E-05    0.486616E-02    0.486908E-02
    13.500    0.225385E-05    0.426197E-02    0.426422E-02
    14.000    0.175139E-05    0.359823E-02    0.359998E-02
    14.500    0.140117E-05    0.379141E-02    0.379281E-02
    15.000    0.111821E-05    0.399202E-02    0.399314E-02
    16.000    0.885016E-06    0.477245E-02    0.477334E-02
    17.000    0.811368E-06    0.559031E-02    0.559112E-02
    18.000    0.797442E-06    0.604972E-02    0.605052E-02
    19.000    0.764240E-06    0.596323E-02    0.596399E-02
    20.000    0.687377E-06    0.540579E-02    0.540647E-02
    22.000    0.493786E-06    0.439277E-02    0.439326E-02
    23.000    0.424851E-06    0.400538E-02    0.400580E-02
    24.000    0.365192E-06    0.364009E-02    0.364045E-02
    25.000    0.318640E-06    0.330790E-02    0.330822E-02
    26.000    0.272499E-06    0.306080E-02    0.306107E-02
    27.000    0.236429E-06    0.283019E-02    0.283042E-02
    28.000    0.206308E-06    0.262157E-02    0.262178E-02
    30.000    0.158733E-06    0.224702E-02    0.224717E-02
    35.000    0.860037E-07    0.168612E-02    0.168621E-02
    40.000    0.508906E-07    0.128973E-02    0.128978E-02
    45.000    0.322629E-07    0.100531E-02    0.100534E-02
    50.000    0.215267E-07    0.790475E-03    0.790496E-03
    55.000    0.146775E-07    0.660088E-03    0.660103E-03
    60.000    0.103863E-07    0.549403E-03    0.549413E-03
    65.000    0.754798E-08    0.461049E-03    0.461057E-03
    70.000    0.562527E-08    0.387497E-03    0.387502E-03
    75.000    0.426473E-08    0.341083E-03    0.341088E-03
    80.000    0.329270E-08    0.300723E-03    0.300726E-03
    85.000    0.258296E-08    0.264951E-03    0.264954E-03
    90.000    0.205559E-08    0.233778E-03    0.233780E-03
    95.000    0.165686E-08    0.206122E-03    0.206124E-03
   100.000    0.135068E-08    0.181121E-03    0.181122E-03
   105.000    0.110897E-08    0.166920E-03    0.166921E-03
   110.000    0.921428E-09    0.153211E-03    0.153212E-03
   120.000    0.649932E-09    0.129712E-03    0.129713E-03
   130.000    0.471535E-09    0.109877E-03    0.109878E-03
   140.000    0.350430E-09    0.929273E-04    0.929277E-04
   150.000    0.265912E-09    0.785221E-04    0.785224E-04
   200.000    0.838812E-10    0.439008E-04    0.439009E-04
   250.000    0.343747E-10    0.290241E-04    0.290241E-04
   300.000    0.165477E-10    0.194031E-04    0.194031E-04
   400.000    0.524420E-11    0.115716E-04    0.115716E-04
   500.000    0.214609E-11    0.692733E-05    0.692733E-05
   700.000    0.558332E-12    0.353106E-05    0.353106E-05
  1000.000    0.134024E-12    0.190861E-05    0.190861E-05
  1500.000    0.264690E-13    0.873037E-06    0.873037E-06
  2250.000    0.522828E-14    0.522633E-06    0.522633E-06
  3350.000    0.106388E-14    0.292513E-06    0.292513E-06
  5000.000    0.214379E-15    0.172817E-06    0.172817E-06
  7400.000    0.446823E-16    0.116768E-06    0.116768E-06
 11000.000    0.915149E-17    0.785533E-07    0.785533E-07
 13000.000    0.469126E-17    0.664682E-07    0.664682E-07
 16000.000    0.204448E-17    0.540054E-07    0.540054E-07
 24000.000    0.403848E-18    0.360036E-07    0.360036E-07
 36000.000    0.797724E-19    0.240024E-07    0.240024E-07
