2
 MgV Data from Claudio's tables (TJB)

5 1 0
3P2
3P1
3P0
1D2
1S0
10000
0
1 2 0.4
1 3 0.0908
1 4 0.567
1 5 0.0548
2 3 0.156
2 4 0.34
2 5 0.0912
3 4 0.113
4 5 0.129
0 0 0
1 2 0.127
1 3 1.01E-6
1 4 1.85
1 5 2.45E-2
2 3 2.17E-2
2 4 5.41E-1
2 5 21.4
3 4 5.2E-5
3 5 0.
4 5 4.23
1 5 0.
2 3 1783.1
3 1 2521.8
4 5 35932
5 1 77286.
